accepted_update_count,block_diagonal_covariance,both_improved,cache_key,cache_status,clock_ceiling_km2,clock_clip_scale,clock_clipped,clock_drift_update_norm,clock_floor_km2,clock_only,clock_update_scale,common_clock_damping,common_clock_update_component,covariance_mode,covariance_rank,covariance_source,damping_lambda,description,drift_ceiling_km2_per_s2,drift_clip_scale,drift_clipped,drift_floor_km2_per_s2,drift_update_scale,drift_variance_km2_per_s2,dynamics_cost,finite_output,floors_ceilings_applied,full_ladder_run,grid,include_drift_state,information_rank,lane,manuscript_ready,max_clock_update_km,max_drift_update_km_per_s,max_position_update_km,measurement_sigma_km,medium_validation,name,network_size_graph,normal_condition,normal_rank,not_for_manuscript_submission,nullspace_update_norm,nullspace_update_ratio,num_satellites,num_users,objective_after,objective_before,objective_decreased,p_clock_eig_max,p_clock_eig_min,p_clock_trace,p_drift_eig_max,p_drift_eig_min,p_drift_trace,p_position_eig_max,p_position_eig_min,p_position_trace,position_ceiling_km2,position_clip_scale,position_clipped,position_floor_km2,position_hurt_but_sync_helped,position_improved,position_only,position_ratio,position_update_norm,position_update_scale,position_variance_km2,prior_cost,project_common_clock,q_clock_scale,q_drift_scale,q_position_scale,raw_common_clock_update_component,rejected_update_count,residual_cost_after,residual_cost_before,residual_scaled,runtime_seconds,satellite_clock_update_norm,satellite_clock_variance_km2,schur_mode,schur_nuisance_dimension,schur_reduced_dimension,schur_reduced_rank,step3_position_error_m,step3_sync_error_km,step3_sync_error_s,step_b_position_error_m,step_b_sync_error_km,step_b_sync_error_s,sync_hurt_but_position_helped,sync_improved,sync_ratio,truth_state_used_for_acceptance,truth_state_used_for_covariance,truth_state_used_for_diagnostics,ue_clock_update_norm,ue_clock_variance_km2,variant,variant_description
1,False,True,615077fe9803f48b,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,1.5403510018696148e-05,block_scaled,16,typed_block_scaled,1e-06,Schur solve with clock nuisance block backsolve.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,16,schur_reduced,False,,,,0.00025,False,schur_position_clock_backsolve,False,6350.397049903476,16,True,0.0,0.0,8,3,3.1463730567278976,4731.338531918863,True,6.25e-06,6.25e-06,6.25e-05,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.24000000000000005,1.0,1.0,False,4e-06,False,True,False,0.07674722388939273,0.003958535422144725,1.0,0.04000000000000001,0.035244150162425374,False,0.0,0.0,0.0,1.5403510018696148e-05,0,3.1111289065654724,4731.338531918863,False,0.01600000000325963,0.0002213263575769928,6.25e-06,schur_full,10,6,6,0.18307721465767396,0.00014203332875983317,4.737721879575542e-10,2.3854571589654223,0.00020120708050330168,6.711545775554557e-10,False,True,0.7059062156488201,False,False,True,0.0004109040569729158,6.25e-06,schur_position_clock_backsolve,Schur solve with clock nuisance block backsolve.
1,False,False,7d350540e0e415e9,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,0.0,block_scaled,16,typed_block_scaled,1e-06,Schur solve then keep position increment only.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,16,schur_reduced,False,,,,0.00025,False,schur_position_only,False,6350.397049903476,16,True,0.0,0.0,8,3,114.76688892430616,4731.338531918863,True,6.25e-06,6.25e-06,6.25e-05,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.24000000000000005,1.0,1.0,False,4e-06,False,True,True,0.07674722388939273,0.003958535422144725,1.0,0.04000000000000001,0.0003917500672093629,False,0.0,0.0,0.0,1.5403510018696148e-05,0,114.76649717423895,4731.338531918863,False,0.01600000000325963,0.0,6.25e-06,position_only,10,6,6,0.18307721465767396,0.00020120708050330168,6.711545775554557e-10,2.3854571589654223,0.00020120708050330168,6.711545775554557e-10,False,False,1.0,False,False,True,0.0,6.25e-06,schur_position_only,Schur solve then keep position increment only.
0,False,False,9fa2abf934af97b6,not_used_deterministic_sparse,0.0004,1.0,False,0.0004902659079728183,4e-08,True,1.0,1.0,1.908674294764299e-05,block_scaled,26,typed_block_scaled,1e-06,Joint solve then keep clock/drift increment only.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,True,26,schur_reduced,False,,,,0.00025,False,clock_only_reduced,False,8176.0292360675785,26,True,0.0,0.0,8,3,4756.8599684862975,4704.37678229791,False,6.25e-06,6.25e-06,6.25e-05,1.4399999999999998e-06,1.4399999999999998e-06,1.4399999999999998e-05,0.04000000000000001,0.04000000000000001,0.24000000000000005,1.0,1.0,False,4e-06,False,False,False,1.0,0.0,1.0,0.04000000000000001,0.19793367511328194,False,0.0,0.0,0.0,1.908674294764299e-05,1,4756.662034811185,4704.37678229791,False,0.031000000017229468,0.0002036477637545658,6.25e-06,none,0,0,0,2.3854571589654223,0.00010463447067098656,3.490230253590521e-10,2.3854571589654223,0.00021827347778923613,7.28081951245205e-10,False,True,0.4793732693993227,False,False,True,0.0003903601212560583,6.25e-06,clock_only_reduced,Joint solve then keep clock/drift increment only.
1,False,True,72f904dde2d7d437,not_used_deterministic_sparse,0.0004,1.0,False,0.0004902659079728183,4e-08,False,1.0,1.0,1.908674294764299e-05,block_scaled,26,typed_block_scaled,1e-06,Clock update with strongly damped position increment.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,True,26,schur_reduced,False,,,,0.00025,False,clock_first_position_small,False,8176.0292360675785,26,True,0.0,0.0,8,3,3436.916670446921,4704.37678229791,True,6.25e-06,6.25e-06,6.25e-05,1.4399999999999998e-06,1.4399999999999998e-06,1.4399999999999998e-05,0.04000000000000001,0.04000000000000001,0.24000000000000005,1.0,1.0,False,4e-06,False,True,False,0.8547792642171879,0.0006019898822550435,0.15,0.04000000000000001,0.1979427349087404,False,0.0,0.0,0.0,1.908674294764299e-05,0,3436.7187277120124,4704.37678229791,False,0.031000000017229468,0.0002036477637545658,6.25e-06,none,0,0,0,2.039039315162087,0.00010463447067098656,3.490230253590521e-10,2.3854571589654223,0.00021827347778923613,7.28081951245205e-10,False,True,0.4793732693993227,False,False,True,0.0003903601212560583,6.25e-06,clock_first_position_small,Clock update with strongly damped position increment.
1,False,True,ec722bf8d869ded0,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,3.070245126049837e-05,block_scaled,28,typed_block_scaled,1e-06,Schur solve with clock nuisance block backsolve.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,28,schur_reduced,False,,,,0.00025,False,schur_position_clock_backsolve,False,10106.821236393247,28,True,0.0,0.0,8,7,17.123166863493477,9618.192169241012,True,6.25e-06,6.25e-06,8.750000000000001e-05,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,True,False,0.0674097076208252,0.006052014015828278,1.0,0.04000000000000001,0.10943268186003172,False,0.0,0.0,0.0,3.070245126049837e-05,0,17.013734181633446,9618.192169241012,False,0.030999999959021807,0.0003781565709942308,6.25e-06,schur_full,14,14,14,0.14865717902800216,8.373542842270151e-05,2.7931132417848056e-10,2.2052785017877277,0.0002217597529154505,7.397109133260802e-10,False,True,0.37759524585431425,False,False,True,0.0007315934119657021,6.25e-06,schur_position_clock_backsolve,Schur solve with clock nuisance block backsolve.
1,False,False,b100cf1b7caf9b9b,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,0.0,block_scaled,28,typed_block_scaled,1e-06,Schur solve then keep position increment only.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,28,schur_reduced,False,,,,0.00025,False,schur_position_only,False,10106.821236393247,28,True,0.0,0.0,8,7,394.7101304700494,9618.192169241012,True,6.25e-06,6.25e-06,8.750000000000001e-05,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,True,True,0.0674097076208252,0.006052014015828278,1.0,0.04000000000000001,0.0009156718411945477,False,0.0,0.0,0.0,3.070245126049837e-05,0,394.7092147982082,9618.192169241012,False,0.031000000017229468,0.0,6.25e-06,position_only,14,14,14,0.14865717902800216,0.0002217597529154505,7.397109133260802e-10,2.2052785017877277,0.0002217597529154505,7.397109133260802e-10,False,False,1.0,False,False,True,0.0,6.25e-06,schur_position_only,Schur solve then keep position increment only.
1,False,False,a30e2f25771088a1,not_used_deterministic_sparse,0.0004,1.0,False,0.0005915244609881539,4e-08,True,1.0,1.0,2.0436214129909722e-05,block_scaled,42,typed_block_scaled,1e-06,Joint solve then keep clock/drift increment only.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,True,42,schur_reduced,False,,,,0.00025,False,clock_only_reduced,False,13012.441837886256,42,True,0.0,0.0,8,7,9080.528527974719,9723.814253278037,True,6.25e-06,6.25e-06,8.750000000000001e-05,1.4399999999999998e-06,1.4399999999999998e-06,2.0159999999999997e-05,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,False,False,1.0,0.0,1.0,0.04000000000000001,0.3109256022830933,False,0.0,0.0,0.0,2.0436214129909722e-05,0,9080.217602372435,9723.814253278037,False,0.0470000000204891,0.00026974220511685466,6.25e-06,none,0,0,0,2.2052785017877277,6.993990891207563e-05,2.332944243449768e-10,2.2052785017877277,0.00023825529852167685,7.947341307754875e-10,False,True,0.2935502771440459,False,False,True,0.0005931743475422759,6.25e-06,clock_only_reduced,Joint solve then keep clock/drift increment only.
1,False,True,9c9f7a1d57433357,not_used_deterministic_sparse,0.0004,1.0,False,0.0005915244609881539,4e-08,False,1.0,1.0,2.0436214129909722e-05,block_scaled,42,typed_block_scaled,1e-06,Clock update with strongly damped position increment.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,True,42,schur_reduced,False,,,,0.00025,False,clock_first_position_small,False,13012.441837886256,42,True,0.0,0.0,8,7,6560.697756194221,9723.814253278037,True,6.25e-06,6.25e-06,8.750000000000001e-05,1.4399999999999998e-06,1.4399999999999998e-06,2.0159999999999997e-05,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,True,False,0.8491240446850157,0.0009083529529426545,0.15,0.04000000000000001,0.31094622991027127,False,0.0,0.0,0.0,2.0436214129909722e-05,0,6560.386809964311,9723.814253278037,False,0.030999999959021807,0.00026974220511685466,6.25e-06,none,0,0,0,1.8725550010949068,6.993990891207563e-05,2.332944243449768e-10,2.2052785017877277,0.00023825529852167685,7.947341307754875e-10,False,True,0.2935502771440459,False,False,True,0.0005931743475422759,6.25e-06,clock_first_position_small,Clock update with strongly damped position increment.
1,False,True,8bb9dcde1786142d,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,6.794754904925065e-05,block_scaled,32,typed_block_scaled,1e-06,Schur solve with clock nuisance block backsolve.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,32,schur_reduced,False,,,,0.00025,False,schur_position_clock_backsolve,False,10280.49239905967,32,True,0.0,0.0,12,7,19.7801547014861,13597.253325128659,True,6.25e-06,6.25e-06,0.00011250000000000001,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,True,False,0.04780410023433254,0.006073208170710528,1.0,0.04000000000000001,0.1411509936775524,False,0.0,0.0,0.0,6.794754904925065e-05,0,19.63900370780855,13597.253325128659,False,0.061999999976251274,0.0005799123334005157,6.25e-06,schur_full,18,14,14,0.10542135454407923,7.01023234293532e-05,2.338361808600042e-10,2.2052785017877277,0.00021224762761652447,7.07981878638603e-10,False,True,0.33028554531601,False,False,True,0.0007349369315272391,6.25e-06,schur_position_clock_backsolve,Schur solve with clock nuisance block backsolve.
1,False,False,4ee15571a03cf523,not_used_deterministic_sparse,0.0004,1.0,False,0.0,4e-08,False,1.0,1.0,0.0,block_scaled,32,typed_block_scaled,1e-06,Schur solve then keep position increment only.,0.0001,1.0,False,2.5e-09,1.0,1.4399999999999998e-06,0.0,True,True,False,sparse,False,32,schur_reduced,False,,,,0.00025,False,schur_position_only,False,10280.49239905967,32,True,0.0,0.0,12,7,480.0273838707386,13597.253325128659,True,6.25e-06,6.25e-06,0.00011250000000000001,0.0,0.0,0.0,0.04000000000000001,0.04000000000000001,0.5600000000000003,1.0,1.0,False,4e-06,False,True,True,0.04780410023433254,0.006073208170710528,1.0,0.04000000000000001,0.0009220964371196279,False,0.0,0.0,0.0,6.794754904925065e-05,0,480.0264617743015,13597.253325128659,False,0.06300000002374873,0.0,6.25e-06,position_only,18,14,14,0.10542135454407923,0.00021224762761652447,7.07981878638603e-10,2.2052785017877277,0.00021224762761652447,7.07981878638603e-10,False,False,1.0,False,False,True,0.0,6.25e-06,schur_position_only,Schur solve then keep position increment only.
